date, value,value2
"January 9, 1972",3.88,
"January 10, 1972",3.75,
"January 11, 1972",3.63,
"January 12, 1972",3.25,
"January 13, 1972",3.63,
"January 14, 1972",3.5,
"January 15, 1972",3.5,
"January 16, 1972",3.5,
"January 17, 1972",3.5,
"January 18, 1972",3.63,
"January 19, 1972",3.5,
"January 20, 1972",3.5,
"January 21, 1972",3.5,
"January 22, 1972",3.5,
"January 23, 1972",3.5,
"January 24, 1972",3.38,
"January 25, 1972",3.38,
"January 26, 1972",3.25,
"January 27, 1972",3.38,
"January 28, 1972",3.25,
"January 29, 1972",3.25,
"January 30, 1972",3.25,
"January 31, 1972",3.13,
"February 1, 1972",3.25,
"February 2, 1972",3.13,
"February 3, 1972",3.25,
"February 4, 1972",3.25,
"February 5, 1972",3.25,
"February 6, 1972",3.25,
"February 7, 1972",3.25,
"February 8, 1972",3.25,
"February 9, 1972",3.25,
"February 10, 1972",3.25,
"February 11, 1972",3.38,
"February 12, 1972",3.38,
"February 13, 1972",3.38,
"February 14, 1972",3.38,
"February 15, 1972",3.5,
"February 16, 1972",3.75,
"February 17, 1972",3.5,
"February 18, 1972",3.38,
"February 19, 1972",3.38,
"February 20, 1972",3.38,
"February 21, 1972",3.38,
"February 22, 1972",3.25,
"February 23, 1972",3.13,
"February 24, 1972",3.25,
"February 25, 1972",3.13,
"February 26, 1972",3.13,
"February 27, 1972",3.13,
"February 28, 1972",3.13,
"February 29, 1972",3.25,
"March 1, 1972",3.25,
"March 2, 1972",3.38,
"March 3, 1972",3.38,
"March 4, 1972",3.38,
"March 5, 1972",3.38,
"March 6, 1972",3.5,
"March 7, 1972",3.5,
"March 8, 1972",3.5,
"March 9, 1972",3.63,
"March 10, 1972",3.88,
"March 11, 1972",3.88,
"March 12, 1972",3.88,
"March 13, 1972",3.88,
"March 14, 1972",4.13,
"March 15, 1972",3.88,
"March 16, 1972",3.88,
"March 17, 1972",3.88,
"March 18, 1972",3.88,
"March 19, 1972",3.88,
"March 20, 1972",3.88,
"March 21, 1972",4,
"March 22, 1972",4,
"March 23, 1972",4,
"March 24, 1972",4,
"March 25, 1972",4,
"March 26, 1972",4,
"March 27, 1972",4,
"March 28, 1972",4.13,
"March 29, 1972",4.5,
"March 30, 1972",4.25,
"March 31, 1972",4,
"April 1, 1972",4,
"April 2, 1972",4,
"April 3, 1972",4.25,
"April 4, 1972",4.25,
"April 5, 1972",4.38,
"April 6, 1972",4.25,
"April 7, 1972",4.31,
"April 8, 1972",4.31,
"April 9, 1972",4.31,
"April 10, 1972",4.31,
"April 11, 1972",4.25,
"April 12, 1972",3.5,
"April 13, 1972",4.13,
"April 14, 1972",4.25,
"April 15, 1972",4.25,
"April 16, 1972",4.25,
"April 17, 1972",4.06,
"April 18, 1972",3.88,
"April 19, 1972",3.5,
"April 20, 1972",4.13,
"April 21, 1972",4,
"April 22, 1972",4,
"April 23, 1972",4,
"April 24, 1972",4,
"April 25, 1972",4.25,
"April 26, 1972",5,
"April 27, 1972",4.38,
"April 28, 1972",4.31,
"April 29, 1972",4.31,
"April 30, 1972",4.31,
"May 1, 1972",4.25,
"May 2, 1972",4.19,
"May 3, 1972",4,
"May 4, 1972",4.25,
"May 5, 1972",4.25,
"May 6, 1972",4.25,
"May 7, 1972",4.25,
"May 8, 1972",4.13,
"May 9, 1972",4,
"May 10, 1972",4.25,
"May 11, 1972",4.25,
"May 12, 1972",4.31,
"May 13, 1972",4.31,
"May 14, 1972",4.31,
"May 15, 1972",4.25,
"May 16, 1972",4.31,
"May 17, 1972",4.5,
"May 18, 1972",4.31,
"May 19, 1972",4.25,
"May 20, 1972",4.25,
"May 21, 1972",4.25,
"May 22, 1972",4.25,
"May 23, 1972",4.25,
"May 24, 1972",4.13,
"May 25, 1972",4.31,
"May 26, 1972",4.31,
"May 27, 1972",4.31,
"May 28, 1972",4.31,
"May 29, 1972",4.31,
"May 30, 1972",4.31,
"May 31, 1972",4.75,
"June 1, 1972",4.44,
"June 2, 1972",4.5,
"June 3, 1972",4.5,
"June 4, 1972",4.5,
"June 5, 1972",4.44,
"June 6, 1972",4.5,
"June 7, 1972",4.5,
"June 8, 1972",4.5,
"June 9, 1972",4.5,
"June 10, 1972",4.5,
"June 11, 1972",4.5,
"June 12, 1972",4.44,
"June 13, 1972",4.38,
"June 14, 1972",4.38,
"June 15, 1972",4.44,
"June 16, 1972",4.38,
"June 17, 1972",4.38,
"June 18, 1972",4.38,
"June 19, 1972",4.44,
"June 20, 1972",4.38,
"June 21, 1972",4.38,
"June 22, 1972",4.44,
"June 23, 1972",4.44,
"June 24, 1972",4.44,
"June 25, 1972",4.44,
"June 26, 1972",4.5,
"June 27, 1972",4.56,
"June 28, 1972",4.63,
"June 29, 1972",4.63,
"June 30, 1972",4.5,
"July 1, 1972",4.5,
"July 2, 1972",4.5,
"July 3, 1972",4.75,
"July 4, 1972",4.75,
"July 5, 1972",4.63,
"July 6, 1972",4.63,
"July 7, 1972",4.75,
"July 8, 1972",4.75,
"July 9, 1972",4.75,
"July 10, 1972",4.69,
"July 11, 1972",4.5,
"July 12, 1972",4.25,
"July 13, 1972",4.63,
"July 14, 1972",4.56,
"July 15, 1972",4.56,
"July 16, 1972",4.56,
"July 17, 1972",4.56,
"July 18, 1972",4.63,
"July 19, 1972",3.75,
"July 20, 1972",4.56,
"July 21, 1972",4.63,
"July 22, 1972",4.63,
"July 23, 1972",4.63,
"July 24, 1972",4.56,
"July 25, 1972",4.5,
"July 26, 1972",4.25,
"July 27, 1972",4.56,
"July 28, 1972",4.5,
"July 29, 1972",4.5,
"July 30, 1972",4.5,
"July 31, 1972",4.5,
"August 1, 1972",4.63,
"August 2, 1972",4.75,
"August 3, 1972",4.63,
"August 4, 1972",4.63,
"August 5, 1972",4.63,
"August 6, 1972",4.63,
"August 7, 1972",4.69,
"August 8, 1972",4.75,
"August 9, 1972",4.88,
"August 10, 1972",4.75,
"August 11, 1972",4.81,
"August 12, 1972",4.81,
"August 13, 1972",4.81,
"August 14, 1972",4.81,
"August 15, 1972",4.81,
"August 16, 1972",5.25,
"August 17, 1972",4.88,
"August 18, 1972",4.81,
"August 19, 1972",4.81,
"August 20, 1972",4.81,
"August 21, 1972",4.69,
"August 22, 1972",4.5,
"August 23, 1972",4.75,
"August 24, 1972",4.75,
"August 25, 1972",4.75,
"August 26, 1972",4.75,
"August 27, 1972",4.75,
"August 28, 1972",4.81,
"August 29, 1972",5,
"August 30, 1972",5.5,
"August 31, 1972",5.13,
"September 1, 1972",5.19,
"September 2, 1972",5.19,
"September 3, 1972",5.19,
"September 4, 1972",5.19,
"September 5, 1972",4.63,
"September 6, 1972",3.75,
"September 7, 1972",4.75,
"September 8, 1972",4.63,
"September 9, 1972",4.63,
"September 10, 1972",4.63,
"September 11, 1972",4.63,
"September 12, 1972",4.69,
"September 13, 1972",4.88,
"September 14, 1972",4.69,
"September 15, 1972",4.88,
"September 16, 1972",4.88,
"September 17, 1972",4.88,
"September 18, 1972",4.94,
"September 19, 1972",5.13,
"September 20, 1972",5.13,
"September 21, 1972",5.13,
"September 22, 1972",5.13,
"September 23, 1972",5.13,
"September 24, 1972",5.13,
"September 25, 1972",4.94,
"September 26, 1972",4.75,
"September 27, 1972",4.75,
"September 28, 1972",5,
"September 29, 1972",4.88,
"September 30, 1972",4.88,
"October 1, 1972",4.88,
"October 2, 1972",5.19,
"October 3, 1972",5.5,
"October 4, 1972",5.75,
"October 5, 1972",5.25,
"October 6, 1972",5.13,
"October 7, 1972",5.13,
"October 8, 1972",5.13,
"October 9, 1972",5.13,
"October 10, 1972",5,
"October 11, 1972",4.88,
"October 12, 1972",5,
"October 13, 1972",4.94,
"October 14, 1972",4.94,
"October 15, 1972",4.94,
"October 16, 1972",5.06,
"October 17, 1972",4.88,
"October 18, 1972",4.63,
"October 19, 1972",4.94,
"October 20, 1972",4.88,
"October 21, 1972",4.88,
"October 22, 1972",4.88,
"October 23, 1972",4.88,
"October 24, 1972",5,
"October 25, 1972",5.63,
"October 26, 1972",5.13,
"October 27, 1972",5,
"October 28, 1972",5,
"October 29, 1972",5,
"October 30, 1972",4.94,
"October 31, 1972",4.88,
"November 1, 1972",5.5,
"November 2, 1972",5.06,
"November 3, 1972",5.06,
"November 4, 1972",5.06,
"November 5, 1972",5.06,
"November 6, 1972",5.25,
"November 7, 1972",5.25,
"November 8, 1972",6,
"November 9, 1972",5.13,
"November 10, 1972",5.25,
"November 11, 1972",5.25,
"November 12, 1972",5.25,
"November 13, 1972",5.06,
"November 14, 1972",4.81,
"November 15, 1972",3.5,
"November 16, 1972",4.88,
"November 17, 1972",4.88,
"November 18, 1972",4.88,
"November 19, 1972",4.88,
"November 20, 1972",5.06,
"November 21, 1972",5.25,
"November 22, 1972",5,
"November 23, 1972",5,
"November 24, 1972",5.06,
"November 25, 1972",5.06,
"November 26, 1972",5.06,
"November 27, 1972",5.06,
"November 28, 1972",5.19,
"November 29, 1972",4.75,
"November 30, 1972",5.19,
"December 1, 1972",5.25,
"December 2, 1972",5.25,
"December 3, 1972",5.25,
"December 4, 1972",5.25,
"December 5, 1972",5.25,
"December 6, 1972",4.75,
"December 7, 1972",5.19,
"December 8, 1972",5.19,
"December 9, 1972",5.19,
"December 10, 1972",5.19,
"December 11, 1972",5.25,
"December 12, 1972",5.5,
"December 13, 1972",5.5,
"December 14, 1972",5.31,
"December 15, 1972",5.38,
"December 16, 1972",5.38,
"December 17, 1972",5.38,
"December 18, 1972",5.56,
"December 19, 1972",5.38,
"December 20, 1972",5.25,
"December 21, 1972",5.5,
"December 22, 1972",5.38,
"December 23, 1972",5.38,
"December 24, 1972",5.38,
"December 25, 1972",5.38,
"December 26, 1972",5.25,
"December 27, 1972",5.13,
"December 28, 1972",5.75,
"December 29, 1972",5.5,
"December 30, 1972",5.5,
"December 31, 1972",5.5,
"January 1, 1973",5.5,
"January 2, 1973",6,
"January 3, 1973",5.5,
"January 4, 1973",5.75,
"January 5, 1973",5.75,
"January 6, 1973",5.75,
"January 7, 1973",5.75,
"January 8, 1973",5.63,
"January 9, 1973",5.5,
"January 10, 1973",5.5,
"January 11, 1973",5.75,
"January 12, 1973",5.75,
"January 13, 1973",5.75,
"January 14, 1973",5.75,
"January 15, 1973",5.88,
"January 16, 1973",6.5,
"January 17, 1973",5.63,
"January 18, 1973",5.75,
"January 19, 1973",6,
"January 20, 1973",6,
"January 21, 1973",6,
"January 22, 1973",6,
"January 23, 1973",6.25,
"January 24, 1973",6.19,
"January 25, 1973",6.31,
"January 26, 1973",6.38,
"January 27, 1973",6.38,
"January 28, 1973",6.38,
"January 29, 1973",6.25,
"January 30, 1973",6.25,
"January 31, 1973",6.5,
"February 1, 1973",6.44,
"February 2, 1973",6.44,
"February 3, 1973",6.44,
"February 4, 1973",6.44,
"February 5, 1973",6.25,
"February 6, 1973",5.75,
"February 7, 1973",5.75,
"February 8, 1973",6.25,
"February 9, 1973",6.38,
"February 10, 1973",6.38,
"February 11, 1973",6.38,
"February 12, 1973",6.44,
"February 13, 1973",6.75,
"February 14, 1973",7.5,
"February 15, 1973",7,
"February 16, 1973",7.25,
"February 17, 1973",7.25,
"February 18, 1973",7.25,
"February 19, 1973",7.25,
"February 20, 1973",6.25,
"February 21, 1973",5.25,
"February 22, 1973",6.38,
"February 23, 1973",6.38,
"February 24, 1973",6.38,
"February 25, 1973",6.38,
"February 26, 1973",6.75,
"February 27, 1973",7.5,
"February 28, 1973",7.5,
"March 1, 1973",7,
"March 2, 1973",7.38,
"March 3, 1973",7.38,
"March 4, 1973",7.38,
"March 5, 1973",7,
"March 6, 1973",6.75,
"March 7, 1973",6.25,
"March 8, 1973",7,
"March 9, 1973",7.13,
"March 10, 1973",7.13,
"March 11, 1973",7.13,
"March 12, 1973",7.25,
"March 13, 1973",7.5,
"March 14, 1973",6.75,
"March 15, 1973",7.25,
"March 16, 1973",7.25,
"March 17, 1973",7.25,
"March 18, 1973",7.25,
"March 19, 1973",7,
"March 20, 1973",6.75,
"March 21, 1973",6,
"March 22, 1973",7.13,
"March 23, 1973",7,
"March 24, 1973",7,
"March 25, 1973",7,
"March 26, 1973",7.13,
"March 27, 1973",7.25,
"March 28, 1973",7.25,
"March 29, 1973",7.5,
"March 30, 1973",7.38,
"March 31, 1973",7.38,
"April 1, 1973",7.38,
"April 2, 1973",7.38,
"April 3, 1973",6.88,
"April 4, 1973",6.38,
"April 5, 1973",7.13,
"April 6, 1973",7.13,
"April 7, 1973",7.13,
"April 8, 1973",7.13,
"April 9, 1973",6.75,
"April 10, 1973",6.63,
"April 11, 1973",6,
"April 12, 1973",6.88,
"April 13, 1973",6.88,
"April 14, 1973",6.88,
"April 15, 1973",6.88,
"April 16, 1973",7.13,
"April 17, 1973",7.75,
"April 18, 1973",8.25,
"April 19, 1973",7.38,
"April 20, 1973",7,
"April 21, 1973",7,
"April 22, 1973",7,
"April 23, 1973",6.88,
"April 24, 1973",7.25,
"April 25, 1973",7.5,
"April 26, 1973",7.38,
"April 27, 1973",7.38,
"April 28, 1973",7.38,
"April 29, 1973",7.38,
"April 30, 1973",7.63,
"May 1, 1973",7.88,
"May 2, 1973",7,
"May 3, 1973",7.44,
"May 4, 1973",7.63,
"May 5, 1973",7.63,
"May 6, 1973",7.63,
"May 7, 1973",7.88,
"May 8, 1973",7.75,
"May 9, 1973",7.25,
"May 10, 1973",7.69,
"May 11, 1973",7.88,
"May 12, 1973",7.88,
"May 13, 1973",7.88,
"May 14, 1973",7.75,
"May 15, 1973",7.63,
"May 16, 1973",8,
"May 17, 1973",8.13,
"May 18, 1973",8,
"May 19, 1973",8,
"May 20, 1973",8,
"May 21, 1973",7.88,
"May 22, 1973",8.19,
"May 23, 1973",8.25,
"May 24, 1973",8.13,
"May 25, 1973",8,
"May 26, 1973",8,
"May 27, 1973",8,
"May 28, 1973",8,
"May 29, 1973",7.88,
"May 30, 1973",7.63,
"May 31, 1973",8.13,
"June 1, 1973",8.44,
"June 2, 1973",8.44,
"June 3, 1973",8.44,
"June 4, 1973",8.63,
"June 5, 1973",8.69,
"June 6, 1973",8.25,
"June 7, 1973",8.5,
"June 8, 1973",8.25,
"June 9, 1973",8.25,
"June 10, 1973",8.25,
"June 11, 1973",8.44,
"June 12, 1973",8.25,
"June 13, 1973",7.25,
"June 14, 1973",8.38,
"June 15, 1973",8.5,
"June 16, 1973",8.5,
"June 17, 1973",8.5,
"June 18, 1973",8.69,
"June 19, 1973",8.69,
"June 20, 1973",8.63,
"June 21, 1973",8.69,
"June 22, 1973",8.56,
"June 23, 1973",8.56,
"June 24, 1973",8.56,
"June 25, 1973",8.5,
"June 26, 1973",8.75,
"June 27, 1973",8.5,
"June 28, 1973",8.88,
"June 29, 1973",8.88,
"June 30, 1973",8.88,
"July 1, 1973",8.88,
"July 2, 1973",10,
"July 3, 1973",13,
"July 4, 1973",13,
"July 5, 1973",9.75,
"July 6, 1973",9.63,
"July 7, 1973",9.63,
"July 8, 1973",9.63,
"July 9, 1973",9.75,
"July 10, 1973",9.5,
"July 11, 1973",8.75,
"July 12, 1973",9.75,
"July 13, 1973",9.69,
"July 14, 1973",9.69,
"July 15, 1973",9.69,
"July 16, 1973",11,
"July 17, 1973",11.75,
"July 18, 1973",10,
"July 19, 1973",10.8,
"July 20, 1973",10.66,
"July 21, 1973",10.66,
"July 22, 1973",10.66,
"July 23, 1973",10.81,
"July 24, 1973",10.69,
"July 25, 1973",9.8,
"July 26, 1973",10.69,
"July 27, 1973",10.74,
"July 28, 1973",10.74,
"July 29, 1973",10.74,
"July 30, 1973",11.1,
"July 31, 1973",11.22,
"August 1, 1973",8.74,
"August 2, 1973",10.84,
"August 3, 1973",10.71,
"August 4, 1973",10.71,
"August 5, 1973",10.71,
"August 6, 1973",10.56,
"August 7, 1973",10.13,
"August 8, 1973",9.05,
"August 9, 1973",10.5,
"August 10, 1973",10.52,
"August 11, 1973",10.52,
"August 12, 1973",10.52,
"August 13, 1973",10.54,
"August 14, 1973",10.39,
"August 15, 1973",9.73,
"August 16, 1973",10.49,
"August 17, 1973",10.44,
"August 18, 1973",10.44,
"August 19, 1973",10.44,
"August 20, 1973",10.58,
"August 21, 1973",10.74,
"August 22, 1973",10.48,
"August 23, 1973",10.79,
"August 24, 1973",10.84,
"August 25, 1973",10.84,
"August 26, 1973",10.84,
"August 27, 1973",10.77,
"August 28, 1973",10.55,
"August 29, 1973",10.88,
"August 30, 1973",10.86,
"August 31, 1973",11.22,
"September 1, 1973",11.22,
"September 2, 1973",11.22,
"September 3, 1973",11.22,
"September 4, 1973",10.85,
"September 5, 1973",8.96,
"September 6, 1973",10.73,
"September 7, 1973",10.79,
"September 8, 1973",10.79,
"September 9, 1973",10.79,
"September 10, 1973",11.15,
"September 11, 1973",10.92,
"September 12, 1973",10.03,
"September 13, 1973",10.93,
"September 14, 1973",10.82,
"September 15, 1973",10.82,
"September 16, 1973",10.82,
"September 17, 1973",10.84,
"September 18, 1973",10.68,
"September 19, 1973",10.71,
"September 20, 1973",10.79,
"September 21, 1973",10.74,
"September 22, 1973",10.74,
"September 23, 1973",10.74,
"September 24, 1973",10.69,
"September 25, 1973",10.54,
"September 26, 1973",11.63,
"September 27, 1973",10.92,
"September 28, 1973",10.82,
"September 29, 1973",10.82,
"September 30, 1973",10.82,
"October 1, 1973",10.9,
"October 2, 1973",10.73,
"October 3, 1973",10.04,
"October 4, 1973",10.8,
"October 5, 1973",10.62,
"October 6, 1973",10.62,
"October 7, 1973",10.62,
"October 8, 1973",10.62,
"October 9, 1973",9.31,
"October 10, 1973",6.48,
"October 11, 1973",10.08,
"October 12, 1973",10.09,
"October 13, 1973",10.09,
"October 14, 1973",10.09,
"October 15, 1973",10,
"October 16, 1973",10.1,
"October 17, 1973",10.02,
"October 18, 1973",10.01,
"October 19, 1973",9.85,
"October 20, 1973",9.85,
"October 21, 1973",9.85,
"October 22, 1973",9.85,
"October 23, 1973",9.86,
"October 24, 1973",10.56,
"October 25, 1973",9.81,
"October 26, 1973",9.7,
"October 27, 1973",9.7,
"October 28, 1973",9.7,
"October 29, 1973",9.8,
"October 30, 1973",9.95,
"October 31, 1973",10.61,
"November 1, 1973",9.88,
"November 2, 1973",9.71,
"November 3, 1973",9.71,
"November 4, 1973",9.71,
"November 5, 1973",9.73,
"November 6, 1973",9.76,
"November 7, 1973",9.45,
"November 8, 1973",9.77,
"November 9, 1973",9.75,
"November 10, 1973",9.75,
"November 11, 1973",9.75,
"November 12, 1973",9.78,
"November 13, 1973",10.04,
"November 14, 1973",11.39,
"November 15, 1973",10,
"November 16, 1973",10.19,
"November 17, 1973",10.19,
"November 18, 1973",10.19,
"November 19, 1973",10.84,
"November 20, 1973",10.77,
"November 21, 1973",9.44,
"November 22, 1973",9.44,
"November 23, 1973",10.17,
"November 24, 1973",10.17,
"November 25, 1973",10.17,
"November 26, 1973",10.15,
"November 27, 1973",10.25,
"November 28, 1973",10.26,
"November 29, 1973",10.26,
"November 30, 1973",10.34,
"December 1, 1973",10.34,
"December 2, 1973",10.34,
"December 3, 1973",10.45,
"December 4, 1973",10.4,
"December 5, 1973",9.07,
"December 6, 1973",10.24,
"December 7, 1973",10.27,
"December 8, 1973",10.27,
"December 9, 1973",10.27,
"December 10, 1973",10.26,
"December 11, 1973",10.16,
"December 12, 1973",8.84,
"December 13, 1973",10,
"December 14, 1973",10.09,
"December 15, 1973",10.09,
"December 16, 1973",10.09,
"December 17, 1973",10.44,
"December 18, 1973",10.32,
"December 19, 1973",10.22,
"December 20, 1973",10.13,
"December 21, 1973",10.01,
"December 22, 1973",10.01,
"December 23, 1973",10.01,
"December 24, 1973",9.66,
"December 25, 1973",9.66,
"December 26, 1973",7.19,
"December 27, 1973",9.87,
"December 28, 1973",9.95,
"December 29, 1973",9.95,
"December 30, 1973",9.95,
"December 31, 1973",9.83,
"January 1, 1974",9.83,
"January 2, 1974",9.72,
"January 3, 1974",9.8,
"January 4, 1974",9.84,
"January 5, 1974",9.84,
"January 6, 1974",9.84,
"January 7, 1974",9.76,
"January 8, 1974",9.56,
"January 9, 1974",9.7,
"January 10, 1974",9.69,
"January 11, 1974",9.75,
"January 12, 1974",9.75,
"January 13, 1974",9.75,
"January 14, 1974",9.76,
"January 15, 1974",9.82,
"January 16, 1974",9.89,
"January 17, 1974",9.7,
"January 18, 1974",9.62,
"January 19, 1974",9.62,
"January 20, 1974",9.62,
"January 21, 1974",9.58,
"January 22, 1974",9.46,
"January 23, 1974",9.58,
"January 24, 1974",9.47,
"January 25, 1974",9.5,
"January 26, 1974",9.5,
"January 27, 1974",9.5,
"January 28, 1974",9.48,
"January 29, 1974",9.28,
"January 30, 1974",9.58,
"January 31, 1974",9.31,
"February 1, 1974",9.31,
"February 2, 1974",9.31,
"February 3, 1974",9.31,
"February 4, 1974",9.14,
"February 5, 1974",8.8,
"February 6, 1974",8.76,
"February 7, 1974",8.8,
"February 8, 1974",8.81,
"February 9, 1974",8.81,
"February 10, 1974",8.81,
"February 11, 1974",8.88,
"February 12, 1974",9.02,
"February 13, 1974",9.37,
"February 14, 1974",8.87,
"February 15, 1974",8.99,
"February 16, 1974",8.99,
"February 17, 1974",8.99,
"February 18, 1974",8.99,
"February 19, 1974",9.16,
"February 20, 1974",9.52,
"February 21, 1974",8.91,
"February 22, 1974",8.85,
"February 23, 1974",8.85,
"February 24, 1974",8.85,
"February 25, 1974",8.76,
"February 26, 1974",8.76,
"February 27, 1974",8.72,
"February 28, 1974",8.87,
"March 1, 1974",8.97,
"March 2, 1974",8.97,
"March 3, 1974",8.97,
"March 4, 1974",9.07,
"March 5, 1974",9.14,
"March 6, 1974",8.87,
"March 7, 1974",8.94,
"March 8, 1974",8.92,
"March 9, 1974",8.92,
"March 10, 1974",8.92,
"March 11, 1974",8.95,
"March 12, 1974",9.16,
"March 13, 1974",9.39,
"March 14, 1974",9.14,
"March 15, 1974",9.35,
"March 16, 1974",9.35,
"March 17, 1974",9.35,
"March 18, 1974",9.52,
"March 19, 1974",9.31,
"March 20, 1974",9.28,
"March 21, 1974",9.49,
"March 22, 1974",9.65,
"March 23, 1974",9.65,
"March 24, 1974",9.65,
"March 25, 1974",9.87,
"March 26, 1974",9.51,
"March 27, 1974",9.48,
"March 28, 1974",10.09,
"March 29, 1974",9.95,
"March 30, 1974",9.95,
"March 31, 1974",9.95,
"April 1, 1974",10.01,
"April 2, 1974",9.84,
"April 3, 1974",9.75,
"April 4, 1974",9.89,
"April 5, 1974",9.95,
"April 6, 1974",9.95,
"April 7, 1974",9.95,
"April 8, 1974",10.19,
"April 9, 1974",10.14,
"April 10, 1974",10.09,
"April 11, 1974",10.25,
"April 12, 1974",10.27,
"April 13, 1974",10.27,
"April 14, 1974",10.27,
"April 15, 1974",10.36,
"April 16, 1974",10.55,
"April 17, 1974",10.55,
"April 18, 1974",10.68,
"April 19, 1974",10.81,
"April 20, 1974",10.81,
"April 21, 1974",10.81,
"April 22, 1974",11,
"April 23, 1974",11.08,
"April 24, 1974",10.3,
"April 25, 1974",11.25,
"April 26, 1974",11.36,
"April 27, 1974",11.36,
"April 28, 1974",11.36,
"April 29, 1974",11.29,
"April 30, 1974",11,
"May 1, 1974",10.57,
"May 2, 1974",11.28,
"May 3, 1974",11.53,
"May 4, 1974",11.53,
"May 5, 1974",11.53,
"May 6, 1974",11.47,
"May 7, 1974",11.28,
"May 8, 1974",10.41,
"May 9, 1974",11.51,
"May 10, 1974",11.47,
"May 11, 1974",11.47,
"May 12, 1974",11.47,
"May 13, 1974",11.55,
"May 14, 1974",11.4,
"May 15, 1974",11.36,
"May 16, 1974",11.52,
"May 17, 1974",11.37,
"May 18, 1974",11.37,
"May 19, 1974",11.37,
"May 20, 1974",11.17,
"May 21, 1974",10.05,
"May 22, 1974",9.83,
"May 23, 1974",11.21,
"May 24, 1974",11.31,
"May 25, 1974",11.31,
"May 26, 1974",11.31,
"May 27, 1974",11.31,
"May 28, 1974",11.73,
"May 29, 1974",12.61,
"May 30, 1974",11.55,
"May 31, 1974",11.64,
"June 1, 1974",11.64,
"June 2, 1974",11.64,
"June 3, 1974",11.58,
"June 4, 1974",11.14,
"June 5, 1974",10.94,
"June 6, 1974",11.4,
"June 7, 1974",11.38,
"June 8, 1974",11.38,
"June 9, 1974",11.38,
"June 10, 1974",11.47,
"June 11, 1974",11.69,
"June 12, 1974",12.47,
"June 13, 1974",11.73,
"June 14, 1974",12.11,
"June 15, 1974",12.11,
"June 16, 1974",12.11,
"June 17, 1974",11.88,
"June 18, 1974",11.59,
"June 19, 1974",11.41,
"June 20, 1974",11.88,
"June 21, 1974",12,
"June 22, 1974",12,
"June 23, 1974",12,
"June 24, 1974",11.89,
"June 25, 1974",12.01,
"June 26, 1974",11.98,
"June 27, 1974",13.25,
"June 28, 1974",13.31,
"June 29, 1974",13.31,
"June 30, 1974",13.31,
"July 1, 1974",14.33,
"July 2, 1974",13.86,
"July 3, 1974",13.5,
"July 4, 1974",13.5,
"July 5, 1974",13.3,
"July 6, 1974",13.3,
"July 7, 1974",13.3,
"July 8, 1974",13.93,
"July 9, 1974",13.93,
"July 10, 1974",12.15,
"July 11, 1974",13.41,
"July 12, 1974",13.6,
"July 13, 1974",13.6,
"July 14, 1974",13.6,
"July 15, 1974",13.33,
"July 16, 1974",12.24,
"July 17, 1974",11.52,
"July 18, 1974",12.26,
"July 19, 1974",12.38,
"July 20, 1974",12.38,
"July 21, 1974",12.38,
"July 22, 1974",12.28,
"July 23, 1974",12.32,
"July 24, 1974",14.19,
"July 25, 1974",12.64,
"July 26, 1974",12.6,
"July 27, 1974",12.6,
"July 28, 1974",12.6,
"July 29, 1974",11.96,
"July 30, 1974",11.56,
"July 31, 1974",12.06,
"August 1, 1974",12.25,
"August 2, 1974",12.17,
"August 3, 1974",12.17,
"August 4, 1974",12.17,
"August 5, 1974",12.02,
"August 6, 1974",11.91,
"August 7, 1974",11.96,
"August 8, 1974",12.09,
"August 9, 1974",12,
"August 10, 1974",12,
"August 11, 1974",12,
"August 12, 1974",12.02,
"August 13, 1974",12.09,
"August 14, 1974",11.93,
"August 15, 1974",12.21,
"August 16, 1974",12.33,
"August 17, 1974",12.33,
"August 18, 1974",12.33,
"August 19, 1974",12.35,
"August 20, 1974",12.3,
"August 21, 1974",11.79,
"August 22, 1974",12.13,
"August 23, 1974",12.07,
"August 24, 1974",12.07,
"August 25, 1974",12.07,
"August 26, 1974",12.09,
"August 27, 1974",11.62,
"August 28, 1974",10.82,
"August 29, 1974",11.67,
"August 30, 1974",11.6,
"August 31, 1974",11.6,
"September 1, 1974",11.6,
"September 2, 1974",11.6,
"September 3, 1974",11.92,
"September 4, 1974",11.46,
"September 5, 1974",11.62,
"September 6, 1974",11.54,
"September 7, 1974",11.54,
"September 8, 1974",11.54,
"September 9, 1974",11.86,
"September 10, 1974",11.76,
"September 11, 1974",10.52,
"September 12, 1974",11.58,
"September 13, 1974",11.61,
"September 14, 1974",11.61,
"September 15, 1974",11.61,
"September 16, 1974",11.55,
"September 17, 1974",11.21,
"September 18, 1974",10.69,
"September 19, 1974",11.17,
"September 20, 1974",11.17,
"September 21, 1974",11.17,
"September 22, 1974",11.17,
"September 23, 1974",11.21,
"September 24, 1974",10.96,
"September 25, 1974",10.98,
"September 26, 1974",11,
"September 27, 1974",11.18,
"September 28, 1974",11.18,
"September 29, 1974",11.18,
"September 30, 1974",11.11,
"October 1, 1974",11.3,
"October 2, 1974",10.32,
"October 3, 1974",10.97,
"October 4, 1974",10.78,
"October 5, 1974",10.78,
"October 6, 1974",10.78,
"October 7, 1974",10.44,
"October 8, 1974",10.03,
"October 9, 1974",9.23,
"October 10, 1974",10.02,
"October 11, 1974",10.01,
"October 12, 1974",10.01,
"October 13, 1974",10.01,
